Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,LogAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
Williamson,618,32,5,133476.09,1,0,1,154843.4,0,3.4965075614664802,0,0,1,0,1
Beneventi,590,47,0,117879.32,1,1,1,8214.46,0,3.8712010109078907,1,0,0,0,1
Chidumaga,735,50,2,0.0,2,0,1,147075.69,0,3.9318256327243257,1,0,0,0,1
Mitchell,550,34,8,122359.5,1,0,0,116495.55,0,3.5553480614894135,1,0,0,0,1
Chibugo,729,28,0,0.0,2,1,1,31165.06,1,3.367295829986474,0,0,1,1,0
Hyde,743,59,5,108585.35,1,1,1,192127.22,1,4.0943445622221,0,1,0,0,1
Alekseeva,555,31,8,145875.74,1,1,0,137491.23,0,3.4657359027997265,1,0,0,0,1
Abdulov,667,36,3,121542.57,2,1,1,186841.71,0,3.6109179126442243,0,0,1,1,0
Buckley,790,41,7,109508.68,1,0,0,86776.38,0,3.7376696182833684,0,0,1,1,0
Howard,727,34,2,146407.11,1,1,1,72073.72,0,3.5553480614894135,0,1,0,0,1
Peel,744,39,6,0.0,1,0,0,10662.58,0,3.6888794541139363,1,0,0,1,0
Herz,629,35,8,112330.83,1,1,1,91001.02,0,3.58351893845611,0,1,0,0,1
Holden,619,35,4,90413.12,1,1,1,20555.21,0,3.58351893845611,1,0,0,1,0
McLean,634,34,8,105302.66,1,1,1,123164.97,0,3.5553480614894135,1,0,0,0,1
Findlay,608,35,6,0.0,2,1,1,143463.28,0,3.58351893845611,0,0,1,1,0
Wyatt,507,35,1,0.0,2,0,0,92131.54,0,3.58351893845611,1,0,0,1,0
Rapuluolisa,536,35,4,121520.36,1,0,0,77178.42,0,3.58351893845611,0,1,0,1,0
Buckland,730,43,1,103960.38,1,1,1,193650.16,0,3.784189633918261,0,0,1,1,0
Hargreaves,583,39,8,102945.01,1,0,0,52861.89,0,3.6888794541139363,0,1,0,0,1
Onyeoruru,644,24,8,92760.55,1,1,0,35896.75,0,3.2188758248682006,1,0,0,1,0
Salas,790,37,8,0.0,2,1,1,149418.41,0,3.6375861597263857,0,0,1,0,1
Laney,807,40,1,134590.21,1,1,1,46253.65,0,3.713572066704308,0,1,0,1,0
Fu,581,37,10,104255.03,1,1,0,86609.37,0,3.6375861597263857,1,0,0,1,0
Tien,627,55,6,0.0,1,0,0,91943.94,1,4.02535169073515,0,0,1,1,0
Sazonova,850,41,3,0.0,2,1,0,128892.36,0,3.7376696182833684,1,0,0,0,1
Tuan,754,35,4,0.0,2,1,0,44830.71,0,3.58351893845611,1,0,0,1,0
Wei,551,50,1,121399.98,1,0,1,84508.44,1,3.9318256327243257,0,1,0,0,1
Bergamaschi,637,35,8,147127.81,2,1,1,84760.7,0,3.58351893845611,0,1,0,0,1
Taylor,699,31,8,125927.51,2,1,0,147661.47,0,3.4657359027997265,0,0,1,0,1
Messersmith,542,25,7,0.0,2,0,1,82393.08,0,3.258096538021482,1,0,0,1,0
Coles,640,48,1,111599.32,1,0,1,135995.58,0,3.8918202981106265,0,1,0,0,1
Brookes,553,27,3,0.0,2,0,0,159800.16,0,3.332204510175204,1,0,0,1,0
Reid,741,38,9,0.0,2,1,0,14379.01,0,3.6635616461296463,1,0,0,0,1
Etheridge,598,35,8,114212.6,1,1,1,74322.85,0,3.58351893845611,1,0,0,0,1
Jolly,660,42,5,0.0,3,1,1,189016.24,1,3.7612001156935624,0,0,1,1,0
Chizoba,618,41,4,115251.64,1,0,0,136435.75,0,3.7376696182833684,0,0,1,0,1
Eberegbulam,647,43,9,0.0,2,1,1,78488.39,0,3.784189633918261,1,0,0,0,1
Pagnotto,491,68,3,107571.61,1,0,1,113695.99,0,4.23410650459726,1,0,0,1,0
Lucchesi,652,32,2,0.0,2,1,0,54628.11,0,3.4965075614664802,1,0,0,1,0
Hughes,650,45,9,152367.21,3,1,0,150835.21,1,3.828641396489095,0,1,0,1,0
Panicucci,413,39,1,130969.77,2,1,1,158891.79,0,3.6888794541139363,0,1,0,0,1
Burns,416,25,0,97738.97,2,1,1,160523.33,0,3.258096538021482,0,1,0,1,0
Ricci,629,34,8,0.0,2,1,1,180595.02,0,3.5553480614894135,0,0,1,0,1
Lambert,678,40,4,113794.22,1,1,0,16618.76,0,3.713572066704308,0,0,1,1,0
Esposito,527,28,6,128396.33,2,1,0,79919.97,0,3.367295829986474,0,0,1,0,1
Benson,743,48,5,118207.69,2,0,0,186489.14,1,3.8918202981106265,0,0,1,1,0
Botts,683,73,9,124730.26,1,1,1,51999.5,0,4.304065093204169,0,1,0,0,1
Parkes,536,41,9,0.0,1,1,0,121299.14,0,3.7376696182833684,1,0,0,1,0
Mai,663,52,0,136298.65,1,1,0,144593.3,1,3.970291913552122,0,0,1,0,1
Castiglione,646,38,2,0.0,2,0,0,178752.73,0,3.6635616461296463,1,0,0,1,0
Manna,707,35,2,0.0,3,1,1,94148.3,0,3.58351893845611,1,0,0,0,1
Lin,602,34,5,0.0,2,1,1,77414.45,0,3.5553480614894135,1,0,0,0,1
Fink,635,47,2,125724.95,2,1,0,63236.97,0,3.8712010109078907,1,0,0,1,0
Baresi,597,67,2,0.0,2,0,1,108645.85,0,4.219507705176107,1,0,0,0,1
Morehead,503,38,1,0.0,2,1,1,95153.24,0,3.6635616461296463,1,0,0,0,1
Afamefuna,524,64,5,0.0,1,1,0,136079.64,1,4.174387269895637,0,0,1,1,0
Greco,700,46,5,95872.86,1,1,0,98273.01,1,3.8501476017100584,1,0,0,0,1
Balashova,692,33,9,0.0,1,1,0,113505.93,1,3.5263605246161616,1,0,0,0,1
Bogdanov,562,37,2,0.0,1,0,1,52525.15,1,3.6375861597263857,1,0,0,0,1
Lowe,679,37,7,74260.03,1,1,0,194617.98,0,3.6375861597263857,1,0,0,0,1
Ponce,603,35,1,123407.69,1,1,0,152541.89,1,3.58351893845611,0,1,0,0,1
Trevisano,720,33,3,123783.91,2,1,1,142903.44,0,3.5263605246161616,0,0,1,0,1
Gardner,797,24,5,0.0,2,1,0,182257.61,0,3.2188758248682006,1,0,0,0,1
Lorenzo,594,36,6,153880.15,1,0,0,135431.72,0,3.6109179126442243,1,0,0,0,1
Palmer,529,31,7,0.0,2,1,1,175697.87,0,3.4657359027997265,1,0,0,1,0
Zuyeva,606,32,1,106301.85,2,0,1,59061.25,0,3.4965075614664802,0,1,0,1,0
Jen,621,40,7,0.0,2,0,1,131283.6,1,3.713572066704308,0,0,1,1,0
Alekseeva,513,43,9,0.0,2,1,0,152499.8,0,3.784189633918261,1,0,0,1,0
Manfrin,753,44,3,138076.47,1,1,0,15523.09,1,3.8066624897703196,0,1,0,0,1
Chiemenam,605,30,9,135422.31,1,0,1,186418.85,0,3.4339872044851463,1,0,0,1,0
Chiemenam,574,37,7,0.0,2,1,0,32262.28,0,3.6375861597263857,0,0,1,1,0
Clark,726,38,5,126875.62,1,1,0,128052.29,0,3.6635616461296463,1,0,0,1,0
Fanucci,611,28,3,96381.68,2,1,0,181419.29,0,3.367295829986474,0,0,1,1,0
Cattaneo,593,41,4,119703.1,2,1,1,109783.29,0,3.7376696182833684,0,1,0,1,0
Udinesi,466,41,2,152102.18,2,1,0,181879.56,0,3.7376696182833684,0,1,0,0,1
Bentley,741,36,0,127675.39,2,1,0,74260.16,0,3.6109179126442243,0,1,0,1,0
Holmes,684,44,2,133776.86,2,0,1,49865.04,0,3.8066624897703196,0,1,0,1,0
Austin,550,33,9,72788.03,1,1,1,103608.06,0,3.5263605246161616,0,0,1,1,0
Mackenzie,593,26,9,76226.9,1,1,0,167564.82,0,3.295836866004329,0,0,1,0,1
Booth,601,48,9,163630.76,1,0,1,41816.49,1,3.8918202981106265,0,1,0,0,1
Collier,676,30,5,0.0,2,0,0,179066.58,0,3.4339872044851463,0,0,1,1,0
Hs?,556,46,10,0.0,2,0,0,109184.24,0,3.8501476017100584,1,0,0,1,0
Oluchukwu,719,36,3,155423.17,1,1,1,199841.32,0,3.6109179126442243,1,0,0,0,1
Sung,850,55,0,98710.89,1,1,1,83617.17,1,4.02535169073515,0,1,0,0,1
Marino,649,49,2,0.0,1,1,0,84863.85,1,3.912023005428146,0,0,1,1,0
Vinogradov,509,41,7,126683.8,1,0,1,114775.53,0,3.7376696182833684,0,0,1,0,1
Burns,684,33,4,140700.61,1,1,0,103557.93,0,3.5263605246161616,1,0,0,0,1
Fanucci,806,30,8,168078.83,1,1,0,85028.36,1,3.4339872044851463,0,1,0,0,1
Chukwujamuike,729,44,4,107726.93,2,1,0,153064.87,0,3.8066624897703196,0,0,1,0,1
Flynn,683,33,9,0.0,2,1,1,38784.42,0,3.5263605246161616,1,0,0,1,0
Chao,689,63,1,0.0,2,1,1,186526.12,0,4.1588830833596715,0,0,1,1,0
Yeh,672,21,1,35741.69,1,1,0,28789.94,0,3.091042453358316,0,1,0,1,0
Klein,602,53,5,98268.84,1,0,1,45038.29,1,3.9889840465642745,0,1,0,1,0
Mahmood,739,20,4,133800.98,1,0,1,150245.81,0,3.044522437723423,1,0,0,1,0
Tu,618,21,2,125682.79,1,0,0,57762.0,0,3.091042453358316,1,0,0,1,0
Shcherbakov,674,42,9,0.0,2,1,0,4292.72,0,3.7612001156935624,1,0,0,1,0
Zetticci,762,26,6,130428.78,1,1,0,173365.89,0,3.295836866004329,1,0,0,0,1
Carr,790,37,6,0.0,2,1,1,119484.01,0,3.6375861597263857,0,0,1,0,1
Browne,754,27,8,0.0,2,0,0,121821.16,0,3.332204510175204,0,0,1,1,0
Feng,729,44,6,0.0,2,1,0,151733.43,0,3.8066624897703196,1,0,0,0,1
Ferguson,606,47,0,137138.2,2,0,1,53784.22,0,3.8712010109078907,0,1,0,1,0
Shaw,616,23,8,73112.95,1,1,1,62733.05,0,3.1780538303479458,1,0,0,0,1
Palermo,772,47,9,152347.01,1,0,1,17671.78,0,3.8712010109078907,1,0,0,0,1
Moore,652,41,8,115144.68,1,1,0,188905.43,0,3.7376696182833684,0,0,1,0,1
Huang,743,43,5,0.0,2,0,0,113079.19,1,3.784189633918261,1,0,0,0,1
Gray,793,39,3,137817.52,1,0,0,83997.79,0,3.6888794541139363,1,0,0,0,1
Sokolova,743,45,7,157332.26,1,1,0,125424.42,0,3.828641396489095,0,0,1,0,1
Henderson,746,37,2,0.0,2,1,0,143194.05,0,3.6375861597263857,1,0,0,0,1
Mosley,627,39,5,124586.93,1,1,0,93132.61,1,3.6888794541139363,0,1,0,1,0
Nnaemeka,713,38,6,116980.78,2,0,1,76038.38,0,3.6635616461296463,0,0,1,0,1
Everett,678,40,3,128398.38,1,1,0,168658.3,0,3.713572066704308,0,0,1,1,0
Goddard,540,39,1,0.0,1,0,1,108419.41,0,3.6888794541139363,0,0,1,0,1
Kuo,615,33,3,137657.25,2,1,1,171657.57,0,3.5263605246161616,0,1,0,1,0
Bianchi,415,53,5,167259.44,1,1,1,22357.25,0,3.9889840465642745,0,0,1,0,1
Rouse,628,45,8,0.0,2,1,0,193903.06,0,3.828641396489095,1,0,0,1,0
Nwoye,700,26,4,119009.57,1,1,0,141926.43,0,3.295836866004329,1,0,0,0,1
Greco,623,33,2,80002.33,1,1,1,104079.62,0,3.5263605246161616,0,1,0,0,1
Fang,623,37,4,140211.88,1,1,1,93832.33,0,3.6375861597263857,1,0,0,1,0
Chiemenam,679,44,3,118742.74,2,1,0,1568.91,0,3.8066624897703196,1,0,0,1,0
Artemiev,632,37,1,138207.08,1,1,0,60778.11,1,3.6375861597263857,0,0,1,0,1
Burrows,790,47,10,148636.21,1,0,1,16119.96,1,3.8712010109078907,1,0,0,1,0
Chizuoke,514,45,1,178827.79,1,1,0,60375.18,0,3.828641396489095,1,0,0,0,1
T'ien,491,33,5,83134.3,1,1,0,187946.55,0,3.5263605246161616,1,0,0,0,1
Rogova,753,92,3,121513.31,1,0,1,195563.99,0,4.532599493153256,1,0,0,0,1
Trevisano,693,37,6,95900.04,1,1,1,38196.24,0,3.6375861597263857,0,1,0,1,0
Sagese,679,30,1,112543.42,1,1,1,179435.21,0,3.4339872044851463,1,0,0,1,0
Artyomova,529,34,9,0.0,1,1,1,93208.22,0,3.5553480614894135,0,0,1,0,1
Long,619,31,3,141751.82,1,0,1,61531.86,0,3.4657359027997265,0,0,1,1,0
Hsueh,680,37,6,124140.57,2,1,0,92826.35,0,3.6375861597263857,0,0,1,1,0
White,693,45,2,116546.59,2,0,0,23140.28,1,3.828641396489095,0,1,0,0,1
Lazarev,834,28,6,0.0,1,1,0,74287.53,0,3.367295829986474,1,0,0,1,0
Benjamin,636,29,6,157576.47,2,1,1,101102.39,0,3.4011973816621555,0,0,1,1,0
Wan,538,43,5,0.0,2,1,0,126933.73,0,3.784189633918261,0,0,1,0,1
Romano,566,44,5,141428.99,2,0,0,68408.74,0,3.8066624897703196,0,1,0,1,0
Craig,597,35,0,127510.99,1,1,1,155356.34,0,3.58351893845611,0,0,1,0,1
Yermolayeva,711,29,9,0.0,2,0,1,3234.8,0,3.4011973816621555,1,0,0,1,0
Tseng,606,31,10,0.0,2,1,0,195209.4,0,3.4657359027997265,1,0,0,0,1
Tseng,615,51,6,81818.49,1,1,1,169149.38,0,3.9512437185814275,0,0,1,0,1
Le Hunte,589,36,1,100895.54,1,1,1,68075.14,0,3.6109179126442243,1,0,0,0,1
Blake,606,45,5,63832.43,1,1,1,93707.8,0,3.828641396489095,0,1,0,0,1
Lane,582,29,4,0.0,2,0,0,156153.27,0,3.4011973816621555,1,0,0,0,1
Sparks,710,36,4,116085.06,1,1,0,58601.61,0,3.6109179126442243,1,0,0,1,0
Tu,467,57,1,0.0,2,1,1,114448.77,0,4.060443010546419,1,0,0,0,1
Tochukwu,749,30,1,0.0,2,0,1,126551.65,0,3.4339872044851463,1,0,0,0,1
Whittaker,564,33,2,115761.51,1,0,1,112350.21,1,3.5263605246161616,0,1,0,1,0
Wang,730,26,6,0.0,2,1,1,185808.7,0,3.295836866004329,0,0,1,0,1
Northern,678,32,4,139626.01,1,1,1,118235.52,1,3.4965075614664802,0,1,0,0,1
Humphries,540,31,7,0.0,1,0,1,183051.6,1,3.4657359027997265,1,0,0,1,0
Cremonesi,767,35,6,115576.44,1,0,1,27922.45,0,3.58351893845611,1,0,0,1,0
Ku,615,23,4,0.0,2,1,0,196476.19,0,3.1780538303479458,1,0,0,1,0
Tobenna,583,41,5,77647.6,1,1,0,190429.52,0,3.7376696182833684,0,1,0,1,0
Okwuadigbo,850,40,5,0.0,2,1,0,35034.15,0,3.713572066704308,1,0,0,1,0
Johnston,651,34,10,148962.46,1,1,0,66389.43,1,3.5553480614894135,0,1,0,1,0
Li,798,22,8,0.0,2,1,0,107615.43,0,3.1354942159291497,1,0,0,0,1
Talbot,695,37,2,0.0,2,1,1,99692.65,0,3.6375861597263857,1,0,0,0,1
Tu,497,41,5,80542.81,1,0,0,88729.22,1,3.7376696182833684,0,1,0,0,1
T'ien,739,40,4,0.0,2,0,0,173321.65,0,3.713572066704308,1,0,0,0,1
Ross,549,34,4,0.0,2,0,0,139463.57,0,3.5553480614894135,1,0,0,1,0
Maclean,850,35,9,102050.47,1,1,1,3769.71,0,3.58351893845611,1,0,0,0,1
Wan,648,49,5,0.0,1,1,0,149946.43,1,3.912023005428146,0,0,1,0,1
Tsou,679,24,6,114948.76,2,0,1,135768.25,0,3.2188758248682006,1,0,0,1,0
Jack,606,39,8,136000.45,2,1,0,31708.53,0,3.6888794541139363,0,1,0,0,1
Lucchesi,850,32,4,156001.68,2,1,1,151677.31,0,3.4965075614664802,1,0,0,0,1
Ch'eng,619,41,3,147974.16,2,1,0,170518.83,0,3.7376696182833684,0,1,0,0,1
Saunders,719,44,2,0.0,2,1,0,196582.19,0,3.8066624897703196,0,0,1,0,1
Glover,640,26,5,90402.77,1,1,1,3298.65,0,3.295836866004329,0,1,0,0,1
Tung,710,40,5,0.0,2,0,0,162878.96,0,3.713572066704308,1,0,0,0,1
Padovano,580,31,2,0.0,2,0,1,64014.24,0,3.4657359027997265,1,0,0,0,1
Johnstone,550,44,9,0.0,2,1,0,26257.01,0,3.8066624897703196,1,0,0,0,1
Endrizzi,841,31,3,162701.65,2,1,1,126794.56,0,3.4657359027997265,1,0,0,1,0
Secombe,760,34,2,0.0,2,1,0,164162.44,0,3.5553480614894135,1,0,0,0,1
Elewechi,687,30,6,0.0,2,0,0,179206.92,0,3.4339872044851463,1,0,0,1,0
Chu,753,35,5,82453.96,2,0,0,18254.75,0,3.58351893845611,0,1,0,1,0
Lucciano,661,35,9,100107.99,1,1,0,83949.68,0,3.58351893845611,1,0,0,0,1
Pinto,699,28,7,0.0,2,1,1,22684.78,0,3.367295829986474,1,0,0,0,1
McGregor,617,39,5,83348.89,3,1,0,7953.62,1,3.6888794541139363,0,1,0,1,0
Ugorji,595,44,4,96553.52,2,1,0,143952.24,1,3.8066624897703196,0,1,0,1,0
Bancks,669,50,9,201009.64,1,1,0,158032.5,1,3.9318256327243257,1,0,0,0,1
Warlow-Davies,613,27,5,125167.74,1,1,0,199104.52,0,3.332204510175204,1,0,0,1,0
Dale,782,32,9,0.0,1,1,1,87566.97,0,3.4965075614664802,1,0,0,0,1
Buckley,582,43,5,153313.67,1,0,0,170563.73,0,3.784189633918261,1,0,0,1,0
Nkemjika,679,30,9,0.0,2,1,0,157871.55,0,3.4339872044851463,1,0,0,0,1
Fairley,611,40,2,125879.29,1,1,0,93203.43,0,3.713572066704308,1,0,0,1,0
Boothby,455,37,6,170057.62,1,0,1,54398.56,0,3.6375861597263857,0,1,0,1,0
Chukwuhaenye,621,32,1,0.0,2,1,1,168779.47,0,3.4965075614664802,1,0,0,0,1
Lock,596,48,2,131326.47,1,0,0,1140.02,1,3.8918202981106265,0,1,0,0,1
Clarke,585,56,1,128472.8,1,1,0,186476.91,1,4.04305126783455,0,0,1,1,0
Ramsey,742,32,6,160485.16,1,1,0,29023.03,0,3.4965075614664802,1,0,0,0,1
Eipper,850,42,6,84445.68,3,0,1,60021.34,1,3.7612001156935624,0,1,0,0,1
Ko,738,40,1,115409.18,2,0,0,180456.8,0,3.713572066704308,0,1,0,1,0
Munro,619,46,8,62400.48,1,1,1,132498.39,1,3.8501476017100584,0,0,1,0,1
McGregor,628,50,4,143054.56,1,0,1,109608.81,1,3.9318256327243257,1,0,0,1,0
Henderson,487,24,7,133628.09,2,1,1,98570.01,0,3.2188758248682006,1,0,0,0,1
Fernandez,513,41,9,107135.04,2,1,1,160546.58,0,3.7376696182833684,0,0,1,1,0
Porter,563,26,7,0.0,2,0,0,6139.74,0,3.295836866004329,0,0,1,0,1
Pan,803,65,2,151659.52,2,0,1,6930.17,0,4.189654742026425,1,0,0,1,0
Esposito,607,32,7,0.0,3,0,1,10674.62,0,3.4965075614664802,0,0,1,1,0
Kaeppel,628,51,9,155903.82,2,1,1,71159.84,0,3.9512437185814275,0,1,0,1,0
Lamb,521,49,4,82940.25,2,0,0,62413.01,1,3.912023005428146,0,0,1,1,0
Lei,669,50,4,112650.89,1,0,0,166386.22,1,3.9318256327243257,0,1,0,1,0
Conti,686,41,10,0.0,1,1,0,133086.45,0,3.7376696182833684,1,0,0,1,0
Hargreaves,700,35,4,95853.39,2,1,0,192933.37,0,3.58351893845611,0,1,0,0,1
Yermolayev,663,42,1,82228.67,2,1,0,71359.78,0,3.7612001156935624,1,0,0,1,0
Kerr,671,31,4,0.0,2,0,1,79270.02,0,3.4657359027997265,0,0,1,1,0
Waters,651,35,1,163700.78,3,1,1,29583.48,1,3.58351893845611,0,1,0,1,0
Onyeorulu,728,34,4,106328.08,1,1,0,88680.65,0,3.5553480614894135,1,0,0,0,1
Kolesnikova,574,34,7,152992.91,1,1,1,134691.2,0,3.5553480614894135,1,0,0,1,0
Kazakova,464,38,3,116439.65,1,1,0,75574.48,0,3.6635616461296463,1,0,0,0,1
MacDonald,604,27,9,101352.78,1,0,0,30252.3,0,3.332204510175204,0,0,1,0,1
Sharwood,836,37,10,0.0,2,1,0,111324.41,0,3.6375861597263857,0,0,1,1,0
Bufkin,511,75,9,105609.17,1,0,1,105425.18,0,4.330733340286331,0,1,0,1,0
Nwankwo,518,45,8,0.0,2,1,1,36193.07,0,3.828641396489095,1,0,0,1,0
Boniwell,756,67,4,0.0,3,1,1,93081.87,0,4.219507705176107,1,0,0,0,1
Willis,489,47,8,103894.38,2,1,1,107625.46,0,3.8712010109078907,1,0,0,1,0
Burns,622,27,9,139834.93,1,1,1,152733.89,0,3.332204510175204,0,0,1,0,1
Kung,652,36,6,112518.71,2,0,1,110421.31,0,3.6109179126442243,1,0,0,1,0
Howells,625,37,7,115895.42,1,1,0,48486.25,0,3.6375861597263857,1,0,0,1,0
Bevan,521,39,3,146408.68,1,0,0,72993.67,0,3.6888794541139363,0,0,1,1,0
Neitenstein,546,34,4,165363.31,2,1,1,25744.13,1,3.5553480614894135,1,0,0,0,1
Johnson,697,45,1,0.0,2,1,0,46807.62,1,3.828641396489095,1,0,0,1,0
Sandover,571,33,3,71843.15,1,1,0,26772.04,0,3.5263605246161616,0,1,0,0,1
Nnamutaezinwa,748,35,5,105492.53,1,1,1,150057.2,0,3.58351893845611,0,0,1,0,1
Sinclair,591,35,7,183027.25,1,1,1,56028.79,0,3.58351893845611,1,0,0,0,1
Wei,814,29,1,131968.57,2,1,1,147693.92,0,3.4011973816621555,0,1,0,0,1
Higgins,709,45,3,104118.5,1,0,1,174032.0,0,3.828641396489095,1,0,0,1,0
Chang,433,27,2,0.0,2,1,1,153698.65,0,3.332204510175204,0,0,1,0,1
Henderson,781,20,0,125023.1,2,1,1,108301.45,0,3.044522437723423,1,0,0,0,1
Cox,656,30,4,74323.2,1,1,1,22929.08,0,3.4339872044851463,1,0,0,1,0
Tsui,683,38,7,109346.13,2,1,0,102665.92,0,3.6635616461296463,1,0,0,0,1
Lee,620,32,6,0.0,2,1,0,56139.09,0,3.4965075614664802,1,0,0,0,1
Sergeyeva,637,39,3,109698.41,1,1,1,88391.29,1,3.6888794541139363,0,1,0,1,0
Napolitani,525,30,5,0.0,2,0,1,149195.44,0,3.4339872044851463,0,0,1,1,0
Beatham,793,34,5,127758.09,1,1,0,143357.03,0,3.5553480614894135,0,1,0,1,0
Lu,638,50,1,102645.48,1,1,0,168359.98,1,3.9318256327243257,0,1,0,0,1
Yashina,520,31,4,93249.4,1,1,0,77335.75,0,3.4657359027997265,1,0,0,0,1
Bales,641,35,5,0.0,2,1,0,93148.93,0,3.58351893845611,1,0,0,0,1
Hill,840,51,1,87779.83,1,0,1,36687.11,1,3.9512437185814275,0,1,0,1,0
Ibeamaka,504,40,5,0.0,2,0,0,146703.36,0,3.713572066704308,0,0,1,0,1
Romilly,686,38,0,138131.34,1,0,1,115927.85,0,3.6635616461296463,1,0,0,0,1
Hayes,533,38,4,70362.52,2,1,1,104189.46,0,3.6635616461296463,0,1,0,0,1
Chiu,577,32,1,0.0,2,1,0,9902.39,0,3.4965075614664802,1,0,0,1,0
Sun,445,48,7,168286.58,1,1,0,16645.77,1,3.8918202981106265,0,1,0,1,0
Brennan,720,44,3,86102.27,1,1,0,180134.88,1,3.8066624897703196,1,0,0,0,1
Storey,643,25,4,115142.9,1,1,1,148098.95,0,3.258096538021482,0,1,0,0,1
Lawson,652,47,0,126597.89,2,1,1,38798.79,1,3.8712010109078907,0,1,0,1,0
T'ao,663,33,2,0.0,2,1,0,153295.0,0,3.5263605246161616,1,0,0,1,0
Yao,525,30,0,157989.21,2,1,1,100687.67,0,3.4339872044851463,0,1,0,1,0
Bracewell,662,54,1,187997.15,1,0,0,111442.71,1,4.007333185232471,0,0,1,1,0
Kerr,724,54,8,172192.49,1,1,1,136902.01,0,4.007333185232471,0,1,0,0,1
Blake,581,38,1,133105.47,1,1,0,105732.9,1,3.6635616461296463,0,1,0,0,1
Sanders,685,38,4,0.0,2,1,1,35884.91,0,3.6635616461296463,0,0,1,0,1
Torkelson,595,46,10,0.0,1,1,0,73489.15,1,3.8501476017100584,1,0,0,0,1
Hsueh,588,21,8,0.0,2,1,1,110114.19,0,3.091042453358316,1,0,0,1,0
Wang,647,35,3,192407.97,1,1,1,40145.28,0,3.58351893845611,0,1,0,0,1
Hightower,785,38,9,107199.75,1,0,0,146398.51,0,3.6635616461296463,0,1,0,1,0
Genovesi,794,55,6,115796.7,1,1,0,160526.36,1,4.02535169073515,0,1,0,1,0
Levan,823,37,5,164858.18,1,1,1,173516.71,0,3.6375861597263857,1,0,0,0,1
Lai,687,38,4,117633.28,1,0,1,88396.6,0,3.6635616461296463,0,1,0,0,1
Loginov,850,28,9,0.0,2,1,0,185821.41,0,3.367295829986474,1,0,0,1,0
Lafleur,496,36,7,0.0,2,0,0,108098.28,0,3.6109179126442243,1,0,0,1,0
Obidimkpa,527,30,6,126663.51,1,1,1,162267.91,0,3.4339872044851463,0,1,0,1,0
Ch'ang,576,71,6,140273.47,1,1,1,193135.25,1,4.276666119016055,0,1,0,1,0
Mason,525,60,7,0.0,2,0,1,168034.9,0,4.110873864173311,0,0,1,1,0
Miranda,727,21,8,153344.72,1,1,1,163295.87,0,3.091042453358316,0,1,0,0,1
Simon,671,23,9,123943.18,1,1,1,159553.27,0,3.1780538303479458,0,1,0,1,0
Golubeva,625,39,5,0.0,1,1,0,99800.87,0,3.6888794541139363,1,0,0,0,1
Manfrin,643,33,7,98630.31,2,1,1,40250.82,0,3.5263605246161616,0,1,0,0,1
Stange,707,33,2,58036.33,1,1,1,83335.78,0,3.5263605246161616,1,0,0,1,0
Ferrari,539,28,5,0.0,2,1,0,48382.4,0,3.367295829986474,0,0,1,0,1
Taylor,498,45,7,109200.74,2,0,1,165990.44,0,3.828641396489095,0,1,0,0,1
Wei,696,30,0,0.0,2,1,1,9002.8,0,3.4339872044851463,0,0,1,1,0
Ch'eng,758,33,7,0.0,1,1,0,188156.34,0,3.5263605246161616,1,0,0,1,0
Parsons,685,33,6,0.0,2,0,1,186785.01,0,3.5263605246161616,1,0,0,1,0
Pan,655,30,1,83173.98,2,1,1,184259.6,0,3.4339872044851463,0,1,0,1,0
Cameron,747,40,3,0.0,1,0,0,57817.84,1,3.713572066704308,1,0,0,1,0
Igwebuike,601,24,7,0.0,2,0,0,144660.42,0,3.2188758248682006,0,0,1,0,1
Tuan,477,22,5,82559.42,2,0,0,163112.9,1,3.1354942159291497,1,0,0,0,1
Fraser,558,32,5,73494.21,1,0,0,136301.1,0,3.4965075614664802,1,0,0,0,1
Turnbull,586,29,2,132450.24,1,1,1,36176.63,0,3.4011973816621555,0,0,1,0,1
Chiazagomekpere,850,49,6,128663.9,1,1,0,65769.3,1,3.912023005428146,1,0,0,0,1
Yudina,505,36,2,79951.9,1,0,1,174123.16,1,3.6109179126442243,1,0,0,1,0
Udinese,591,51,8,132508.3,1,1,1,161304.68,1,3.9512437185814275,0,1,0,1,0
Chinweike,761,38,1,120530.13,2,1,0,109394.62,0,3.6635616461296463,0,1,0,1,0
Bergamaschi,554,35,10,74988.59,2,0,1,190155.13,0,3.58351893845611,1,0,0,1,0
Milliner,774,47,6,94722.88,1,0,1,61450.96,0,3.8712010109078907,1,0,0,1,0
Knowles,771,33,5,0.0,2,1,0,8673.43,0,3.5263605246161616,0,0,1,1,0
Swinton,792,31,6,71269.89,2,0,1,125912.77,0,3.4657359027997265,1,0,0,0,1
Gregory,673,41,9,98612.1,1,1,0,151349.35,0,3.7376696182833684,0,1,0,1,0
Chibueze,765,40,6,138033.55,1,1,1,67972.45,0,3.713572066704308,1,0,0,0,1
Sukhorukova,748,41,2,91621.69,1,1,1,71139.31,0,3.7376696182833684,1,0,0,1,0
French,422,54,3,140014.42,1,0,1,86350.97,0,4.007333185232471,1,0,0,0,1
